defined_class,datum,datum_label,var1,var1_label,var2,var2_label,var3,var3_label,acs_var_id,acs_label,acs_concept
#,SRPDIO:1000007,number of people,SRPDIO:1001096,institutionalized group quarters,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_032E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001096,institutionalized group quarters,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_033E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001096,institutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_034E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001096,institutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_035E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001096,institutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_036E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_037E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_038E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_039E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001001,disability status,B26208_040E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population under 18 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001035,with a disability/with any disability,B26208_041E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population under 18 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001034,no disability,B26208_042E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population under 18 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_043E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_044E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_045E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_046E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_047E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001098,adult correctional facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_048E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Adult correctional facilities!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_049E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_050E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_051E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_052E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_053E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_054E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_055E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_056E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001099,nursing facilities/skilled nursing facilities,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_057E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Nursing facilities/skilled nursing facilities!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011010,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_058E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011011,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_059E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011012,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_060E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011013,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001001,disability status,B26208_061E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population under 18 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011014,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001035,with a disability/with any disability,B26208_062E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population under 18 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011015,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001063,under 18 years,SRPDIO:1001034,no disability,B26208_063E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population under 18 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011016,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_064E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011017,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_065E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011018,SRPDIO:1000007,number of people,SRPDIO:1001101,juvenile facilities,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_066E,Estimate!!Total!!Group quarters population!!Institutionalized group quarters population!!Juvenile facilities!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_067E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_068E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_069E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001063,under 18 years,SRPDIO:1001001,disability status,B26208_070E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population under 18 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001063,under 18 years,SRPDIO:1001035,with a disability/with any disability,B26208_071E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population under 18 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001063,under 18 years,SRPDIO:1001034,no disability,B26208_072E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population under 18 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_073E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_074E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_075E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_076E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_077E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001097,noninstitutionalized group quarters,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_078E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_079E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_080E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_081E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000009,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001063,under 18 years,SRPDIO:1001001,disability status,B26208_082E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population under 18 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001063,under 18 years,SRPDIO:1001035,with a disability/with any disability,B26208_083E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population under 18 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001063,under 18 years,SRPDIO:1001034,no disability,B26208_084E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population under 18 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_085E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_086E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
